Age,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Subscription Status,WasContactedBefore,PreviouslyContacted
38,admin.,single,university.degree,no,unknown,no,telephone,1,0,0,0
27,admin.,married,university.degree,no,unknown,no,cellular,1,0,0,0
33,blue-collar,single,basic.9y,unknown,unknown,no,telephone,3,0,0,0
37,self-employed,married,university.degree,no,unknown,no,cellular,1,0,0,0
28,management,married,high.school,unknown,unknown,unknown,telephone,1,0,0,0
56,technician,married,professional.course,unknown,unknown,yes,telephone,1,0,0,0
34,admin.,married,university.degree,no,yes,no,cellular,4,0,0,0
31,admin.,divorced,university.degree,no,unknown,no,cellular,1,1,0,0
37,technician,married,high.school,unknown,yes,no,cellular,2,0,0,0
52,admin.,married,high.school,unknown,yes,no,cellular,3,0,0,0
33,blue-collar,married,basic.9y,no,unknown,unknown,cellular,1,0,0,0
38,housemaid,married,basic.4y,unknown,no,no,cellular,2,0,0,0
35,admin.,married,university.degree,no,unknown,no,telephone,3,0,0,0
33,entrepreneur,married,high.school,no,unknown,no,cellular,2,0,0,0
32,admin.,single,university.degree,no,unknown,no,cellular,2,0,0,0
32,blue-collar,single,high.school,no,yes,yes,cellular,1,0,0,0
38,blue-collar,single,unknown,unknown,no,yes,telephone,2,0,0,0
30,admin.,single,university.degree,no,unknown,no,cellular,1,0,0,0
37,admin.,divorced,university.degree,unknown,unknown,no,cellular,7,0,0,0
37,blue-collar,single,professional.course,no,unknown,no,telephone,1,0,0,0
30,technician,divorced,basic.9y,no,yes,yes,cellular,1,0,0,0
43,admin.,married,high.school,no,unknown,no,telephone,2,0,0,0
50,admin.,married,basic.9y,no,yes,no,telephone,4,0,0,0
47,housemaid,married,basic.4y,unknown,unknown,no,cellular,1,0,0,0
36,blue-collar,married,basic.9y,no,unknown,yes,cellular,1,0,0,0
39,technician,single,basic.4y,unknown,yes,unknown,cellular,2,0,0,0
37,admin.,married,high.school,no,unknown,no,telephone,1,0,0,0
59,retired,divorced,university.degree,unknown,unknown,no,cellular,1,0,0,0
32,admin.,single,high.school,no,unknown,no,telephone,1,0,0,0
57,admin.,single,high.school,no,yes,no,telephone,5,0,1,12
33,admin.,married,university.degree,no,unknown,no,cellular,3,0,0,0
34,admin.,married,university.degree,no,unknown,no,telephone,2,0,0,0
33,technician,single,high.school,no,unknown,no,cellular,1,1,0,0
36,technician,single,professional.course,no,no,no,cellular,1,0,0,0
28,services,married,high.school,no,yes,no,telephone,2,0,0,0
30,admin.,married,high.school,no,unknown,no,cellular,5,0,0,0
27,admin.,single,high.school,no,no,no,cellular,1,0,0,0
28,blue-collar,married,basic.6y,unknown,unknown,no,telephone,7,0,0,0
69,technician,married,professional.course,no,yes,no,cellular,1,0,0,0
46,admin.,married,high.school,no,unknown,no,cellular,3,0,0,0
56,admin.,single,high.school,no,no,no,telephone,2,0,0,0
30,admin.,single,university.degree,unknown,no,yes,telephone,4,0,0,0
40,admin.,single,university.degree,no,yes,unknown,cellular,10,0,0,0
40,management,married,high.school,no,unknown,yes,cellular,1,0,0,0
48,admin.,single,high.school,no,yes,unknown,cellular,5,0,0,0
35,entrepreneur,single,professional.course,no,unknown,no,telephone,1,0,0,0
34,admin.,single,university.degree,no,unknown,no,cellular,3,0,0,0
48,technician,married,professional.course,unknown,unknown,no,cellular,8,0,0,0
48,technician,divorced,professional.course,no,unknown,yes,telephone,3,0,0,0
36,admin.,married,high.school,no,unknown,no,cellular,11,0,0,0
56,self-employed,married,basic.9y,no,unknown,no,cellular,7,0,0,0
47,management,married,high.school,no,unknown,no,cellular,1,0,0,0
43,technician,married,basic.4y,no,unknown,no,telephone,7,0,0,0
38,admin.,single,university.degree,unknown,no,no,telephone,1,1,0,0
59,unknown,married,unknown,unknown,unknown,unknown,telephone,1,0,0,0
58,retired,married,unknown,unknown,yes,no,telephone,1,0,0,0
37,admin.,single,university.degree,no,no,unknown,cellular,1,1,1,3
34,technician,married,basic.9y,no,unknown,no,cellular,1,0,0,0
57,self-employed,married,university.degree,unknown,no,no,cellular,4,0,0,0
34,admin.,single,university.degree,unknown,yes,yes,cellular,2,0,0,0
49,self-employed,married,high.school,no,unknown,no,cellular,3,1,0,0
37,blue-collar,divorced,basic.9y,unknown,unknown,no,telephone,4,0,0,0
42,blue-collar,married,university.degree,unknown,yes,no,cellular,1,0,0,0
31,technician,single,unknown,no,unknown,no,cellular,1,0,0,0
50,management,married,professional.course,no,unknown,no,cellular,1,0,0,0
34,blue-collar,married,basic.9y,no,unknown,no,telephone,1,0,0,0
26,admin.,single,high.school,unknown,unknown,no,telephone,2,0,0,0
44,blue-collar,married,basic.4y,no,unknown,no,cellular,1,0,0,0
28,technician,single,professional.course,no,yes,unknown,cellular,1,0,0,0
31,blue-collar,single,basic.9y,no,unknown,no,cellular,1,0,0,0
35,admin.,married,university.degree,no,unknown,no,telephone,3,0,0,0
33,blue-collar,single,basic.9y,unknown,yes,no,telephone,1,0,0,0
37,admin.,single,university.degree,no,yes,yes,cellular,3,0,0,0
30,admin.,single,university.degree,no,unknown,no,telephone,4,0,0,0
24,services,single,high.school,no,no,unknown,cellular,3,1,0,0
35,blue-collar,married,basic.9y,no,no,unknown,cellular,6,0,0,0
50,admin.,single,high.school,no,no,yes,cellular,8,1,0,0
38,admin.,divorced,high.school,no,unknown,no,cellular,1,0,0,0
32,admin.,married,university.degree,no,unknown,yes,cellular,1,0,0,0
57,blue-collar,married,basic.9y,no,unknown,no,cellular,2,0,0,0
35,blue-collar,married,unknown,no,no,no,telephone,2,0,0,0
31,blue-collar,single,basic.9y,no,unknown,yes,cellular,2,1,0,0
27,technician,single,university.degree,no,unknown,no,cellular,1,0,1,4
49,technician,married,professional.course,no,yes,no,cellular,1,0,0,0
43,blue-collar,married,basic.6y,unknown,no,no,cellular,2,0,0,0
30,admin.,single,university.degree,no,unknown,yes,cellular,8,0,0,0
29,services,married,high.school,no,unknown,unknown,cellular,2,0,0,0
33,admin.,married,high.school,no,unknown,yes,cellular,1,0,0,0
32,admin.,single,university.degree,no,unknown,no,cellular,1,1,0,0
32,blue-collar,married,high.school,no,unknown,yes,telephone,1,0,0,0
46,unemployed,married,basic.9y,no,unknown,yes,cellular,4,1,0,0
50,technician,married,high.school,no,unknown,no,cellular,1,0,0,0
39,admin.,married,university.degree,no,yes,no,telephone,2,0,0,0
36,admin.,divorced,university.degree,no,unknown,no,cellular,2,0,0,0
30,technician,single,professional.course,no,unknown,no,cellular,1,0,0,0
53,blue-collar,married,basic.6y,no,unknown,no,cellular,2,1,1,3
34,technician,married,professional.course,no,unknown,no,cellular,2,0,0,0
41,services,married,basic.9y,no,unknown,no,cellular,3,0,0,0
45,admin.,single,high.school,no,yes,no,cellular,3,0,0,0
42,technician,married,professional.course,unknown,yes,no,cellular,1,0,1,4
43,management,married,basic.4y,no,unknown,no,telephone,3,0,0,0
42,blue-collar,married,basic.9y,no,no,no,telephone,5,0,0,0
48,blue-collar,married,basic.9y,unknown,unknown,no,cellular,3,0,0,0
35,admin.,divorced,high.school,no,unknown,unknown,cellular,1,0,0,0
32,admin.,married,university.degree,no,yes,no,cellular,2,0,0,0
58,retired,divorced,university.degree,no,unknown,no,telephone,4,0,0,0
49,services,divorced,high.school,no,no,no,telephone,6,0,0,0
31,admin.,single,university.degree,no,unknown,unknown,cellular,1,1,1,3
42,admin.,married,professional.course,no,unknown,yes,cellular,1,1,0,0
41,management,married,unknown,no,unknown,no,telephone,3,0,0,0
34,blue-collar,married,basic.6y,no,yes,yes,telephone,1,0,0,0
63,retired,married,unknown,no,unknown,no,telephone,1,0,0,0
29,admin.,married,university.degree,no,unknown,no,cellular,1,0,0,0
35,self-employed,married,university.degree,no,unknown,unknown,cellular,1,0,0,0
42,admin.,divorced,high.school,no,yes,yes,cellular,1,0,0,0
37,unemployed,married,high.school,no,no,no,telephone,3,0,0,0
25,student,single,high.school,no,yes,unknown,telephone,1,1,0,0
67,retired,married,university.degree,no,unknown,no,cellular,1,0,0,0
42,technician,divorced,professional.course,no,unknown,yes,cellular,2,0,0,0
63,retired,married,basic.4y,no,unknown,no,cellular,3,0,0,0
56,technician,married,professional.course,no,unknown,no,cellular,2,1,1,13
48,services,divorced,high.school,unknown,unknown,unknown,telephone,2,0,0,0
43,admin.,married,university.degree,unknown,yes,no,cellular,1,1,0,0
32,services,divorced,high.school,unknown,yes,unknown,cellular,1,0,0,0
48,admin.,married,university.degree,no,unknown,no,cellular,1,1,0,0
36,admin.,divorced,university.degree,no,unknown,no,cellular,1,1,1,5
33,services,married,high.school,unknown,unknown,no,telephone,3,1,0,0
34,technician,single,university.degree,no,unknown,no,cellular,2,0,0,0
53,technician,divorced,university.degree,no,yes,no,telephone,28,0,0,0
39,blue-collar,divorced,basic.9y,no,yes,no,telephone,2,0,0,0
31,admin.,divorced,high.school,no,yes,unknown,telephone,4,0,0,0
36,housemaid,single,university.degree,no,unknown,unknown,cellular,2,0,1,3
44,blue-collar,married,basic.9y,no,unknown,no,cellular,1,0,0,0
30,technician,married,high.school,no,unknown,no,telephone,1,0,0,0
45,technician,married,professional.course,unknown,unknown,no,cellular,1,0,0,0
35,blue-collar,married,basic.9y,unknown,unknown,yes,cellular,2,0,0,0
48,blue-collar,married,basic.6y,unknown,unknown,no,cellular,5,0,0,0
42,admin.,married,university.degree,no,no,no,cellular,6,0,0,0
31,admin.,divorced,university.degree,no,unknown,unknown,cellular,2,0,0,0
27,unemployed,married,high.school,no,no,yes,cellular,3,0,0,0
31,services,divorced,high.school,unknown,unknown,no,cellular,1,0,0,0
33,admin.,divorced,university.degree,no,no,unknown,cellular,8,0,0,0
32,management,single,university.degree,no,unknown,unknown,cellular,1,0,0,0
39,blue-collar,married,basic.9y,no,yes,no,telephone,2,0,0,0
43,entrepreneur,married,basic.9y,no,unknown,yes,cellular,1,0,0,0
32,admin.,married,basic.6y,no,no,no,telephone,1,0,0,0
42,admin.,married,university.degree,no,unknown,no,cellular,1,0,0,0
39,admin.,single,university.degree,no,unknown,no,telephone,1,1,0,0
57,retired,married,basic.4y,no,unknown,no,cellular,2,0,0,0
32,blue-collar,married,high.school,no,unknown,no,cellular,3,1,0,0
30,technician,married,high.school,no,yes,no,cellular,5,0,0,0
41,services,single,high.school,unknown,unknown,no,cellular,1,0,0,0
27,services,single,high.school,no,unknown,no,telephone,1,0,0,0
30,technician,single,professional.course,no,unknown,no,cellular,12,0,0,0
41,self-employed,divorced,university.degree,no,unknown,yes,cellular,6,0,0,0
57,technician,married,university.degree,no,no,no,telephone,2,0,0,0
25,admin.,married,university.degree,no,unknown,no,telephone,4,0,0,0
38,entrepreneur,married,basic.6y,no,unknown,no,telephone,1,0,0,0
42,technician,divorced,basic.9y,no,yes,no,telephone,1,0,0,0
34,entrepreneur,married,basic.4y,no,yes,no,telephone,1,0,0,0
46,blue-collar,married,basic.9y,unknown,unknown,no,cellular,1,0,0,0
34,admin.,single,university.degree,no,unknown,no,cellular,1,0,0,0
35,technician,married,university.degree,no,unknown,no,cellular,3,0,0,0
31,blue-collar,married,basic.4y,no,no,no,cellular,2,0,0,0
51,housemaid,married,basic.4y,no,unknown,no,cellular,1,0,0,0
39,admin.,married,high.school,no,no,yes,cellular,1,0,0,0
34,technician,married,high.school,no,yes,unknown,cellular,1,1,1,3
37,blue-collar,married,professional.course,unknown,unknown,no,telephone,2,0,0,0
25,self-employed,single,university.degree,no,no,no,telephone,1,0,0,0
43,blue-collar,married,basic.6y,no,unknown,no,cellular,1,0,0,0
52,blue-collar,married,basic.6y,no,unknown,unknown,telephone,3,0,0,0
46,housemaid,married,basic.4y,unknown,yes,no,cellular,2,0,0,0
53,admin.,divorced,university.degree,no,unknown,no,cellular,2,0,0,0
51,self-employed,divorced,university.degree,no,yes,no,cellular,1,1,0,0
26,blue-collar,married,basic.9y,unknown,unknown,no,cellular,1,0,0,0
34,management,married,university.degree,no,yes,no,cellular,2,0,0,0
29,unemployed,single,high.school,no,no,no,cellular,2,0,0,0
51,services,married,basic.9y,no,unknown,no,cellular,1,0,0,0
53,management,married,university.degree,no,unknown,no,cellular,2,0,0,0
40,self-employed,married,high.school,unknown,yes,no,telephone,1,0,0,0
30,blue-collar,married,high.school,unknown,unknown,unknown,cellular,1,0,0,0
37,admin.,married,university.degree,no,unknown,no,cellular,2,0,0,0
37,unemployed,married,university.degree,no,unknown,no,cellular,1,1,0,0
52,blue-collar,married,basic.9y,no,unknown,yes,cellular,1,0,0,0
31,admin.,married,unknown,no,yes,no,cellular,1,0,0,0
27,blue-collar,married,basic.6y,unknown,unknown,no,telephone,8,0,0,0
29,unemployed,married,basic.4y,unknown,unknown,no,cellular,6,0,0,0
43,services,married,basic.4y,no,unknown,no,cellular,1,0,0,0
30,blue-collar,married,basic.9y,no,no,no,telephone,2,0,0,0
50,services,married,basic.6y,unknown,unknown,no,telephone,1,0,0,0
37,unemployed,married,high.school,no,unknown,no,cellular,2,0,0,0
30,admin.,single,university.degree,no,unknown,no,cellular,2,0,0,0
33,services,married,high.school,no,unknown,no,cellular,1,1,0,0
38,admin.,married,university.degree,no,unknown,no,telephone,2,0,0,0
31,admin.,married,university.degree,no,yes,no,cellular,1,0,0,0
42,unemployed,married,high.school,unknown,yes,no,telephone,1,0,0,0
29,technician,single,professional.course,no,unknown,no,cellular,1,0,0,0
29,admin.,single,high.school,no,no,no,cellular,1,0,0,0
32,technician,single,professional.course,no,unknown,no,cellular,5,0,0,0
51,services,married,basic.6y,no,unknown,no,telephone,1,0,0,0
55,blue-collar,married,basic.4y,no,unknown,yes,cellular,4,0,0,0
28,admin.,married,high.school,no,unknown,unknown,telephone,2,0,0,0
36,technician,married,professional.course,no,yes,no,cellular,3,0,0,0
31,blue-collar,married,basic.4y,no,yes,no,telephone,1,0,0,0
45,management,married,university.degree,no,no,no,telephone,2,0,0,0
45,technician,married,high.school,no,yes,no,cellular,5,0,0,0
48,blue-collar,married,basic.9y,no,unknown,no,cellular,3,0,0,0
45,housemaid,divorced,basic.4y,unknown,no,no,cellular,1,1,0,0
27,admin.,married,high.school,no,yes,no,telephone,1,0,0,0
41,admin.,married,basic.9y,no,unknown,no,telephone,5,0,0,0
36,technician,married,university.degree,no,unknown,no,cellular,1,0,0,0
41,technician,married,professional.course,no,unknown,yes,cellular,1,0,0,0
43,technician,single,professional.course,no,no,no,cellular,1,0,0,0
26,services,single,high.school,no,yes,no,telephone,1,0,0,0
49,admin.,single,high.school,no,unknown,no,cellular,1,0,0,0
33,blue-collar,married,basic.4y,no,yes,no,telephone,3,0,1,3
47,technician,married,professional.course,no,unknown,no,cellular,33,0,0,0
25,services,single,high.school,unknown,unknown,yes,cellular,7,0,0,0
29,management,single,university.degree,no,no,no,cellular,1,0,0,0
47,self-employed,married,basic.9y,no,unknown,unknown,telephone,5,0,0,0
37,blue-collar,married,basic.4y,no,unknown,no,telephone,7,0,0,0
30,technician,married,professional.course,no,yes,no,cellular,2,0,0,0
31,technician,single,professional.course,no,unknown,yes,cellular,1,0,0,0
36,management,married,high.school,no,unknown,no,telephone,1,0,0,0
42,technician,divorced,university.degree,no,no,no,cellular,2,0,0,0
35,services,married,high.school,no,unknown,no,cellular,1,0,0,0
34,admin.,married,university.degree,no,no,no,cellular,1,0,0,0
29,admin.,married,university.degree,no,unknown,unknown,cellular,1,0,0,0
32,blue-collar,married,basic.9y,no,yes,unknown,telephone,28,0,0,0
32,technician,married,professional.course,unknown,unknown,yes,cellular,1,0,0,0
36,management,divorced,professional.course,no,no,no,telephone,2,0,0,0
42,self-employed,married,university.degree,no,unknown,unknown,cellular,3,0,0,0
33,entrepreneur,married,university.degree,no,unknown,no,cellular,7,0,0,0
27,blue-collar,married,basic.9y,no,yes,unknown,telephone,3,0,0,0
28,admin.,single,university.degree,no,unknown,unknown,cellular,2,0,0,0
58,technician,married,professional.course,no,yes,no,cellular,1,0,0,0
27,services,married,high.school,no,unknown,no,cellular,3,0,0,0
35,services,divorced,professional.course,unknown,no,no,telephone,2,0,0,0
28,admin.,single,university.degree,no,unknown,no,cellular,5,1,0,0
31,blue-collar,married,basic.9y,no,unknown,no,telephone,1,0,0,0
59,admin.,married,university.degree,unknown,yes,no,cellular,2,0,0,0
52,unknown,married,professional.course,unknown,yes,unknown,cellular,1,0,0,0
58,retired,married,professional.course,no,no,no,cellular,1,0,0,0
38,admin.,divorced,high.school,no,unknown,no,cellular,1,0,0,0
33,blue-collar,divorced,basic.4y,no,unknown,no,cellular,1,1,0,0
39,entrepreneur,married,basic.6y,unknown,unknown,no,telephone,3,0,0,0
32,admin.,single,university.degree,no,no,no,telephone,4,0,0,0
