Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Age Group,WasContactedBefore,PreviouslyContacted
admin.,married,university.degree,no,unknown,no,telephone,2,36-45,0,0
blue-collar,married,basic.4y,no,unknown,no,cellular,1,36-45,0,0
retired,married,high.school,no,unknown,no,cellular,4,56-65,0,0
technician,married,professional.course,no,yes,no,cellular,7,36-45,0,0
admin.,single,university.degree,no,unknown,unknown,cellular,3,26-35,0,0
management,married,university.degree,unknown,unknown,yes,telephone,2,26-35,0,0
admin.,single,university.degree,no,yes,unknown,telephone,1,36-45,0,0
blue-collar,married,professional.course,unknown,unknown,no,telephone,1,36-45,0,0
blue-collar,married,basic.9y,no,unknown,no,cellular,1,26-35,0,0
admin.,single,high.school,no,no,no,telephone,1,36-45,0,0
admin.,single,high.school,no,unknown,no,cellular,1,18-25,0,0
management,married,basic.6y,no,unknown,no,cellular,3,46-55,0,0
blue-collar,married,basic.4y,unknown,unknown,no,cellular,1,36-45,0,0
management,married,university.degree,no,yes,no,cellular,1,26-35,0,0
services,married,high.school,no,unknown,no,cellular,2,26-35,0,0
self-employed,married,university.degree,no,yes,no,cellular,5,36-45,0,0
retired,married,basic.4y,no,no,no,cellular,1,36-45,0,0
blue-collar,married,basic.9y,no,unknown,no,cellular,1,46-55,0,0
admin.,married,university.degree,no,unknown,no,telephone,4,56-65,0,0
unemployed,married,basic.6y,no,yes,no,cellular,1,46-55,0,0
technician,single,university.degree,unknown,no,no,telephone,1,26-35,0,0
entrepreneur,single,university.degree,unknown,unknown,no,telephone,1,26-35,0,0
blue-collar,married,high.school,unknown,no,no,telephone,14,36-45,0,0
technician,married,professional.course,no,yes,no,cellular,2,56-65,0,0
technician,single,high.school,no,unknown,no,cellular,1,26-35,0,0
admin.,single,high.school,no,yes,no,cellular,1,26-35,0,0
admin.,married,high.school,no,unknown,no,telephone,1,26-35,0,0
management,married,university.degree,no,unknown,no,cellular,1,46-55,0,0
unemployed,married,high.school,unknown,unknown,no,cellular,1,46-55,0,0
blue-collar,married,professional.course,no,yes,no,cellular,3,36-45,1,3
services,married,professional.course,no,unknown,yes,cellular,1,36-45,0,0
entrepreneur,married,university.degree,no,unknown,no,cellular,1,66+,0,0
management,married,university.degree,no,yes,no,cellular,1,36-45,0,0
blue-collar,married,basic.9y,unknown,unknown,no,cellular,2,36-45,0,0
blue-collar,married,basic.9y,unknown,unknown,no,telephone,11,36-45,0,0
technician,married,professional.course,no,yes,no,cellular,1,26-35,0,0
technician,married,professional.course,no,yes,unknown,cellular,1,36-45,0,0
admin.,married,university.degree,no,unknown,yes,cellular,2,26-35,0,0
services,married,high.school,unknown,no,yes,cellular,1,56-65,0,0
blue-collar,married,basic.6y,unknown,unknown,no,telephone,4,36-45,0,0
technician,married,professional.course,no,yes,no,cellular,4,46-55,0,0
unemployed,married,basic.4y,no,yes,no,telephone,1,36-45,0,0
services,single,high.school,no,yes,no,cellular,1,36-45,0,0
admin.,married,university.degree,unknown,unknown,no,telephone,1,26-35,0,0
admin.,single,high.school,no,no,no,cellular,1,26-35,0,0
blue-collar,married,basic.9y,unknown,unknown,no,telephone,3,36-45,0,0
admin.,married,university.degree,no,unknown,yes,cellular,1,26-35,0,0
services,single,high.school,no,unknown,no,cellular,4,26-35,0,0
admin.,married,university.degree,no,unknown,yes,cellular,1,36-45,0,0
blue-collar,single,basic.9y,no,no,no,telephone,2,36-45,0,0
technician,married,professional.course,no,unknown,no,cellular,1,46-55,0,0
blue-collar,single,high.school,no,unknown,no,cellular,2,18-25,0,0
management,married,university.degree,no,unknown,no,cellular,1,36-45,0,0
technician,divorced,professional.course,no,unknown,no,cellular,2,46-55,0,0
management,married,university.degree,no,unknown,no,cellular,3,46-55,0,0
services,married,high.school,no,unknown,no,telephone,8,46-55,0,0
admin.,married,high.school,no,no,no,cellular,2,36-45,0,0
technician,single,university.degree,no,unknown,yes,cellular,7,36-45,0,0
unemployed,married,basic.9y,no,no,no,cellular,3,36-45,0,0
admin.,married,basic.9y,no,unknown,no,cellular,2,46-55,0,0
admin.,married,university.degree,no,unknown,unknown,cellular,1,26-35,0,0
housemaid,married,professional.course,unknown,unknown,no,telephone,2,36-45,0,0
blue-collar,married,basic.9y,unknown,no,no,cellular,1,26-35,0,0
services,single,high.school,no,unknown,no,cellular,1,46-55,0,0
management,married,basic.9y,no,unknown,no,telephone,2,36-45,0,0
blue-collar,divorced,high.school,no,no,no,telephone,5,46-55,0,0
student,single,unknown,no,unknown,unknown,telephone,1,46-55,0,0
housemaid,married,basic.4y,no,unknown,no,cellular,1,36-45,0,0
management,married,university.degree,no,unknown,no,cellular,2,56-65,0,0
student,married,high.school,unknown,unknown,no,telephone,4,26-35,0,0
services,single,high.school,no,unknown,no,cellular,2,26-35,0,0
technician,married,university.degree,no,yes,no,cellular,4,26-35,0,0
blue-collar,single,basic.9y,unknown,unknown,yes,telephone,14,26-35,0,0
admin.,married,high.school,no,yes,no,cellular,1,36-45,0,0
blue-collar,married,basic.6y,no,yes,unknown,cellular,1,36-45,0,0
student,single,professional.course,no,yes,no,cellular,4,26-35,1,19
blue-collar,married,basic.4y,unknown,unknown,no,telephone,1,36-45,0,0
management,married,university.degree,no,unknown,no,cellular,1,26-35,0,0
self-employed,divorced,professional.course,unknown,unknown,no,telephone,3,36-45,0,0
technician,divorced,high.school,no,unknown,unknown,cellular,4,46-55,0,0
blue-collar,married,basic.9y,no,unknown,yes,telephone,1,46-55,0,0
admin.,single,high.school,no,yes,no,telephone,3,18-25,0,0
services,single,high.school,no,unknown,no,cellular,2,26-35,0,0
technician,married,high.school,no,unknown,yes,cellular,2,36-45,0,0
blue-collar,married,basic.4y,no,unknown,no,cellular,2,36-45,0,0
admin.,married,university.degree,unknown,unknown,no,cellular,1,26-35,0,0
admin.,divorced,university.degree,unknown,yes,no,cellular,1,36-45,0,0
self-employed,married,university.degree,no,unknown,no,telephone,4,36-45,0,0
blue-collar,married,basic.4y,no,unknown,yes,cellular,1,36-45,0,0
technician,divorced,university.degree,no,yes,unknown,telephone,1,36-45,0,0
student,single,university.degree,no,unknown,no,cellular,4,26-35,0,0
retired,married,high.school,no,no,no,cellular,3,46-55,0,0
retired,married,basic.4y,no,yes,no,telephone,4,56-65,0,0
admin.,single,university.degree,no,unknown,no,telephone,2,26-35,0,0
technician,married,unknown,no,unknown,no,cellular,1,56-65,1,16
services,single,high.school,no,unknown,unknown,cellular,2,26-35,0,0
technician,married,university.degree,no,unknown,no,telephone,3,26-35,0,0
services,married,basic.6y,unknown,unknown,no,telephone,4,26-35,0,0
admin.,married,university.degree,no,unknown,no,cellular,1,26-35,0,0
blue-collar,married,high.school,no,unknown,no,cellular,2,26-35,0,0
blue-collar,married,high.school,no,unknown,no,cellular,2,26-35,0,0
technician,divorced,university.degree,no,unknown,no,cellular,1,46-55,0,0
technician,married,professional.course,no,unknown,no,telephone,5,46-55,0,0
blue-collar,single,basic.9y,no,unknown,no,cellular,1,18-25,0,0
student,married,high.school,no,unknown,no,cellular,2,26-35,0,0
admin.,divorced,university.degree,no,unknown,no,cellular,3,46-55,0,0
admin.,married,university.degree,no,unknown,no,cellular,1,36-45,0,0
technician,single,professional.course,no,unknown,unknown,cellular,5,18-25,0,0
entrepreneur,divorced,high.school,unknown,yes,no,telephone,3,36-45,0,0
entrepreneur,married,basic.4y,unknown,unknown,no,telephone,2,36-45,0,0
services,married,high.school,no,yes,no,telephone,1,26-35,0,0
admin.,married,basic.9y,no,yes,no,telephone,2,36-45,0,0
blue-collar,married,basic.6y,unknown,unknown,no,cellular,21,56-65,0,0
admin.,single,high.school,no,yes,no,cellular,3,26-35,0,0
unemployed,married,basic.9y,unknown,yes,no,telephone,3,36-45,0,0
blue-collar,single,basic.9y,unknown,unknown,no,cellular,2,26-35,0,0
services,single,high.school,no,unknown,no,cellular,2,18-25,0,0
unemployed,single,university.degree,no,unknown,no,cellular,1,26-35,0,0
unemployed,divorced,high.school,no,unknown,unknown,telephone,1,36-45,0,0
services,married,high.school,unknown,unknown,no,telephone,1,46-55,0,0
admin.,married,university.degree,no,unknown,no,cellular,3,26-35,0,0
housemaid,married,basic.4y,no,yes,no,cellular,1,26-35,0,0
entrepreneur,married,high.school,no,yes,no,telephone,4,36-45,0,0
services,married,high.school,no,yes,no,telephone,3,36-45,0,0
blue-collar,married,basic.9y,no,unknown,no,telephone,5,46-55,0,0
admin.,married,high.school,no,unknown,no,telephone,2,26-35,0,0
blue-collar,married,unknown,unknown,no,yes,telephone,1,36-45,0,0
technician,married,university.degree,no,no,yes,cellular,1,26-35,0,0
blue-collar,single,unknown,no,unknown,unknown,cellular,2,26-35,0,0
blue-collar,married,basic.4y,no,unknown,no,cellular,1,36-45,0,0
technician,single,high.school,no,unknown,no,cellular,1,26-35,0,0
technician,married,professional.course,unknown,unknown,no,cellular,6,46-55,0,0
technician,single,professional.course,no,unknown,no,cellular,2,26-35,0,0
technician,single,professional.course,no,unknown,no,telephone,3,26-35,0,0
technician,married,professional.course,no,unknown,yes,telephone,2,26-35,0,0
technician,divorced,professional.course,no,unknown,no,cellular,2,36-45,0,0
blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,4,36-45,0,0
entrepreneur,married,high.school,no,yes,no,cellular,1,26-35,0,0
admin.,single,high.school,no,unknown,no,telephone,4,26-35,0,0
unemployed,married,university.degree,no,unknown,no,cellular,2,26-35,0,0
technician,single,basic.9y,no,no,no,telephone,1,26-35,0,0
admin.,single,university.degree,no,unknown,unknown,cellular,1,26-35,0,0
admin.,married,university.degree,no,no,no,cellular,5,36-45,0,0
housemaid,divorced,high.school,no,unknown,yes,cellular,1,36-45,0,0
unemployed,married,basic.4y,no,no,no,cellular,1,26-35,0,0
admin.,single,university.degree,no,yes,no,cellular,1,26-35,0,0
services,unknown,high.school,no,yes,yes,cellular,2,26-35,0,0
admin.,single,high.school,no,unknown,unknown,telephone,3,26-35,0,0
services,divorced,basic.6y,no,unknown,unknown,cellular,1,36-45,0,0
blue-collar,married,basic.6y,no,unknown,yes,cellular,1,26-35,0,0
blue-collar,married,professional.course,unknown,unknown,no,cellular,2,26-35,0,0
services,married,university.degree,no,yes,no,cellular,1,26-35,0,0
admin.,divorced,unknown,no,yes,unknown,cellular,7,46-55,0,0
unemployed,divorced,basic.9y,unknown,unknown,no,cellular,3,46-55,0,0
admin.,divorced,university.degree,no,yes,no,telephone,4,46-55,0,0
admin.,unknown,university.degree,no,unknown,no,cellular,1,26-35,0,0
admin.,married,university.degree,no,yes,yes,telephone,2,46-55,0,0
retired,divorced,professional.course,no,no,no,telephone,1,56-65,0,0
services,divorced,high.school,no,unknown,yes,cellular,3,36-45,0,0
self-employed,divorced,university.degree,no,unknown,no,telephone,1,36-45,0,0
blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,1,56-65,0,0
blue-collar,married,basic.9y,no,yes,no,cellular,2,46-55,0,0
blue-collar,married,basic.9y,unknown,unknown,no,telephone,5,36-45,0,0
blue-collar,married,basic.9y,no,unknown,no,cellular,2,26-35,0,0
technician,married,professional.course,no,unknown,no,telephone,2,36-45,0,0
entrepreneur,married,high.school,no,no,no,telephone,1,36-45,0,0
housemaid,married,unknown,no,yes,no,cellular,5,46-55,0,0
blue-collar,married,basic.9y,no,unknown,no,cellular,1,36-45,0,0
blue-collar,married,basic.4y,unknown,unknown,yes,cellular,2,26-35,0,0
admin.,single,university.degree,no,unknown,no,telephone,2,26-35,0,0
blue-collar,married,basic.4y,unknown,yes,no,telephone,5,46-55,0,0
unemployed,married,professional.course,no,no,no,telephone,1,36-45,0,0
services,married,high.school,no,unknown,no,telephone,2,26-35,0,0
admin.,married,high.school,no,no,no,cellular,3,26-35,0,0
blue-collar,married,basic.9y,no,no,no,cellular,1,36-45,0,0
services,single,unknown,no,unknown,no,cellular,4,26-35,0,0
admin.,married,high.school,no,unknown,no,cellular,1,36-45,0,0
admin.,married,university.degree,no,yes,no,cellular,3,26-35,0,0
admin.,married,university.degree,no,yes,no,cellular,3,46-55,0,0
blue-collar,married,basic.4y,no,unknown,no,telephone,1,18-25,0,0
technician,married,unknown,no,yes,yes,cellular,1,36-45,1,12
admin.,married,university.degree,unknown,no,no,cellular,1,36-45,0,0
retired,married,basic.6y,no,unknown,no,cellular,2,66+,1,4
technician,divorced,basic.9y,no,unknown,no,telephone,1,36-45,0,0
admin.,divorced,university.degree,no,unknown,unknown,telephone,1,36-45,0,0
blue-collar,married,basic.4y,no,yes,no,cellular,1,46-55,0,0
blue-collar,married,high.school,no,unknown,yes,telephone,2,36-45,0,0
management,single,university.degree,no,unknown,no,cellular,4,26-35,0,0
retired,married,unknown,no,unknown,no,cellular,1,56-65,0,0
unemployed,married,basic.4y,no,no,unknown,cellular,2,36-45,0,0
blue-collar,married,basic.9y,no,yes,yes,cellular,2,36-45,0,0
blue-collar,married,basic.6y,unknown,yes,no,cellular,4,46-55,0,0
admin.,divorced,university.degree,no,unknown,no,cellular,1,36-45,0,0
retired,married,basic.4y,no,unknown,no,cellular,5,56-65,0,0
unemployed,married,high.school,no,unknown,unknown,cellular,3,46-55,0,0
technician,married,professional.course,no,yes,no,cellular,1,46-55,0,0
technician,married,professional.course,unknown,yes,no,telephone,1,36-45,0,0
unknown,married,basic.4y,unknown,unknown,yes,cellular,4,46-55,0,0
retired,married,university.degree,no,unknown,yes,cellular,1,56-65,0,0
blue-collar,married,basic.9y,no,no,yes,cellular,7,26-35,0,0
blue-collar,married,basic.9y,unknown,yes,no,cellular,1,36-45,0,0
technician,married,professional.course,no,unknown,no,telephone,5,36-45,0,0
management,divorced,university.degree,no,unknown,no,telephone,7,56-65,0,0
admin.,single,university.degree,no,unknown,unknown,cellular,1,26-35,0,0
admin.,single,high.school,no,unknown,no,telephone,21,18-25,0,0
management,single,university.degree,no,unknown,no,cellular,2,26-35,1,3
technician,married,basic.9y,no,unknown,no,telephone,2,36-45,0,0
technician,married,professional.course,no,unknown,no,cellular,1,36-45,0,0
admin.,divorced,university.degree,no,unknown,no,cellular,5,56-65,0,0
blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,1,46-55,0,0
entrepreneur,married,professional.course,no,unknown,no,telephone,2,36-45,0,0
blue-collar,married,basic.9y,no,unknown,no,cellular,1,46-55,1,6
blue-collar,married,basic.6y,no,no,no,cellular,2,36-45,0,0
admin.,married,professional.course,no,unknown,no,cellular,1,26-35,0,0
blue-collar,married,basic.9y,unknown,unknown,no,telephone,2,36-45,0,0
admin.,single,university.degree,no,unknown,no,cellular,2,26-35,0,0
technician,married,professional.course,unknown,no,yes,telephone,4,26-35,0,0
admin.,divorced,university.degree,unknown,yes,no,cellular,2,56-65,0,0
blue-collar,married,basic.9y,no,no,no,cellular,6,26-35,0,0
blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,1,36-45,0,0
blue-collar,married,basic.9y,unknown,yes,no,cellular,3,26-35,0,0
services,married,high.school,no,yes,no,telephone,1,26-35,0,0
blue-collar,married,high.school,no,unknown,no,cellular,1,26-35,1,3
retired,married,basic.4y,no,no,no,cellular,2,66+,1,6
retired,married,basic.4y,no,unknown,no,cellular,1,56-65,1,9
student,single,unknown,no,yes,no,cellular,2,18-25,0,0
technician,single,unknown,no,yes,no,cellular,2,26-35,1,9
admin.,married,basic.4y,unknown,unknown,yes,cellular,2,56-65,0,0
retired,married,professional.course,no,unknown,no,cellular,2,66+,1,3
technician,married,basic.9y,no,unknown,yes,telephone,2,26-35,0,0
admin.,divorced,high.school,no,unknown,no,telephone,2,36-45,0,0
unemployed,married,high.school,unknown,unknown,no,cellular,2,46-55,0,0
blue-collar,married,basic.4y,no,unknown,no,cellular,3,46-55,0,0
self-employed,married,high.school,no,no,no,telephone,4,26-35,0,0
admin.,married,high.school,no,unknown,no,cellular,1,26-35,0,0
management,married,university.degree,no,yes,no,cellular,2,56-65,0,0
technician,single,professional.course,no,unknown,no,telephone,2,56-65,0,0
blue-collar,married,basic.4y,no,no,unknown,cellular,1,36-45,0,0
