Client ID,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Subscription Status,WasContactedBefore,PreviouslyContacted,Age Group
6429,technician,single,university.degree,unknown,no,no,telephone,1,no,0,0,36–45
22255,admin.,single,university.degree,no,unknown,no,cellular,3,no,0,0,26–35
4157,admin.,married,high.school,no,no,no,telephone,5,no,0,0,26–35
1292,blue-collar,married,basic.4y,unknown,unknown,yes,telephone,1,no,0,0,46–55
11912,blue-collar,married,professional.course,unknown,unknown,no,telephone,2,no,0,0,36–45
22875,admin.,single,university.degree,no,no,no,cellular,7,no,0,0,26–35
31991,technician,married,university.degree,no,unknown,no,cellular,3,no,0,0,36–45
32745,blue-collar,single,basic.4y,unknown,unknown,yes,cellular,2,no,0,0,36–45
11221,retired,divorced,professional.course,no,unknown,unknown,telephone,3,no,0,0,56–65
35319,technician,married,basic.9y,no,unknown,unknown,cellular,2,no,0,0,26–35
466,admin.,married,high.school,no,yes,yes,telephone,1,no,0,0,36–45
27285,retired,married,professional.course,unknown,unknown,unknown,telephone,1,no,0,0,56–65
40111,admin.,single,university.degree,no,yes,no,cellular,1,no,0,0,26–35
20772,blue-collar,married,basic.9y,unknown,unknown,yes,cellular,4,no,0,0,46–55
27249,technician,married,university.degree,no,unknown,no,cellular,2,no,0,0,46–55
33061,admin.,single,high.school,no,yes,no,cellular,3,yes,0,0,46–55
9094,admin.,single,university.degree,no,no,yes,telephone,4,no,0,0,26–35
37404,retired,married,university.degree,no,unknown,no,cellular,2,yes,0,0,66+
8553,services,married,basic.4y,no,unknown,no,telephone,1,no,0,0,56–65
32789,technician,married,university.degree,no,unknown,no,cellular,1,no,0,0,26–35
16605,technician,single,professional.course,no,no,no,telephone,2,no,0,0,26–35
23710,management,married,university.degree,unknown,yes,no,cellular,1,no,0,0,36–45
19499,technician,single,university.degree,no,unknown,no,cellular,1,no,0,0,36–45
1046,blue-collar,married,basic.4y,unknown,unknown,no,telephone,2,no,0,0,36–45
16691,services,single,high.school,no,no,no,cellular,5,no,0,0,16–25
34124,entrepreneur,married,basic.9y,no,unknown,no,cellular,2,no,0,0,36–45
11528,admin.,married,high.school,no,yes,no,telephone,3,no,0,0,26–35
11475,technician,married,basic.6y,no,unknown,no,telephone,1,no,0,0,36–45
7948,management,divorced,university.degree,no,no,yes,telephone,1,no,0,0,46–55
315,management,married,university.degree,unknown,yes,no,telephone,2,no,0,0,36–45
37055,admin.,married,university.degree,no,unknown,no,cellular,1,no,0,0,46–55
14607,admin.,married,basic.9y,no,unknown,no,cellular,2,no,0,0,26–35
34870,admin.,single,high.school,no,unknown,no,cellular,4,no,0,0,16–25
5467,services,married,high.school,no,unknown,no,telephone,2,no,0,0,36–45
21742,technician,single,professional.course,no,yes,yes,cellular,5,no,0,0,26–35
5458,services,single,basic.6y,no,unknown,no,telephone,2,no,0,0,26–35
12052,services,married,high.school,no,unknown,yes,telephone,4,no,0,0,26–35
21713,technician,married,high.school,no,unknown,no,cellular,3,no,0,0,26–35
30391,retired,divorced,basic.4y,no,yes,no,telephone,1,no,0,0,66+
37936,retired,married,basic.4y,no,unknown,no,telephone,1,no,0,0,66+
25769,entrepreneur,married,unknown,no,unknown,no,cellular,1,no,0,0,46–55
17709,services,married,high.school,unknown,unknown,no,cellular,1,no,0,0,46–55
16847,services,divorced,high.school,no,no,no,cellular,2,no,0,0,36–45
18721,admin.,single,high.school,no,no,no,telephone,2,no,0,0,46–55
18381,technician,divorced,professional.course,no,yes,unknown,cellular,3,no,0,0,36–45
14472,services,divorced,high.school,no,unknown,yes,cellular,2,no,0,0,26–35
25266,technician,single,basic.9y,no,unknown,unknown,cellular,3,no,0,0,26–35
38073,retired,married,basic.4y,no,unknown,no,cellular,1,yes,0,0,56–65
25542,management,married,professional.course,unknown,unknown,no,cellular,3,no,0,0,36–45
18246,admin.,single,high.school,no,no,no,cellular,3,no,0,0,46–55
18400,technician,married,high.school,no,unknown,unknown,cellular,1,no,0,0,36–45
22826,retired,married,unknown,no,unknown,no,cellular,2,no,0,0,56–65
9332,admin.,married,university.degree,unknown,unknown,unknown,telephone,6,no,0,0,36–45
13702,management,divorced,university.degree,no,unknown,no,cellular,5,no,0,0,46–55
963,blue-collar,married,professional.course,no,no,yes,telephone,4,no,0,0,46–55
8240,admin.,single,university.degree,no,unknown,no,telephone,1,no,0,0,36–45
17129,admin.,married,university.degree,no,unknown,no,cellular,1,no,0,0,26–35
8358,blue-collar,single,basic.9y,unknown,unknown,no,telephone,3,no,0,0,26–35
32157,self-employed,married,university.degree,no,unknown,no,cellular,1,no,0,0,36–45
6134,management,married,high.school,unknown,unknown,unknown,telephone,1,no,0,0,26–35
5550,technician,married,professional.course,unknown,unknown,yes,telephone,1,no,0,0,56–65
21216,admin.,married,university.degree,no,yes,no,cellular,4,no,0,0,26–35
30460,admin.,divorced,university.degree,no,unknown,no,cellular,1,yes,0,0,26–35
20485,technician,married,high.school,unknown,yes,no,cellular,2,no,0,0,36–45
15492,admin.,married,high.school,unknown,yes,no,cellular,3,no,0,0,46–55
33882,blue-collar,married,basic.9y,no,unknown,unknown,cellular,1,no,0,0,26–35
16116,housemaid,married,basic.4y,unknown,no,no,cellular,2,no,0,0,36–45
2056,admin.,married,university.degree,no,unknown,no,telephone,3,no,0,0,36–45
28090,entrepreneur,married,high.school,no,unknown,no,cellular,2,no,0,0,26–35
20041,admin.,single,university.degree,no,unknown,no,cellular,2,no,0,0,26–35
25451,blue-collar,single,high.school,no,yes,yes,cellular,1,no,0,0,26–35
777,blue-collar,single,unknown,unknown,no,yes,telephone,2,no,0,0,36–45
26514,admin.,single,university.degree,no,unknown,no,cellular,1,no,0,0,26–35
33620,admin.,divorced,university.degree,unknown,unknown,no,cellular,7,no,0,0,36–45
9354,blue-collar,single,professional.course,no,unknown,no,telephone,1,no,0,0,36–45
25929,technician,divorced,basic.9y,no,yes,yes,cellular,1,no,0,0,26–35
9285,admin.,married,high.school,no,unknown,no,telephone,2,no,0,0,36–45
32034,admin.,married,basic.9y,no,yes,no,telephone,4,no,0,0,46–55
17429,housemaid,married,basic.4y,unknown,unknown,no,cellular,1,no,0,0,46–55
30781,blue-collar,married,basic.9y,no,unknown,yes,cellular,1,no,0,0,36–45
34403,technician,single,basic.4y,unknown,yes,unknown,cellular,2,no,0,0,36–45
1604,admin.,married,high.school,no,unknown,no,telephone,1,no,0,0,36–45
17743,retired,divorced,university.degree,unknown,unknown,no,cellular,1,no,0,0,56–65
8659,admin.,single,high.school,no,unknown,no,telephone,1,no,0,0,26–35
35457,admin.,single,high.school,no,yes,no,telephone,5,no,1,12,56–65
27296,admin.,married,university.degree,no,unknown,no,cellular,3,no,0,0,26–35
9127,admin.,married,university.degree,no,unknown,no,telephone,2,no,0,0,26–35
28957,technician,single,high.school,no,unknown,no,cellular,1,yes,0,0,26–35
38992,technician,single,professional.course,no,no,no,cellular,1,no,0,0,36–45
13317,services,married,high.school,no,yes,no,telephone,2,no,0,0,26–35
33337,admin.,married,high.school,no,unknown,no,cellular,5,no,0,0,26–35
12967,admin.,single,high.school,no,no,no,cellular,1,no,0,0,26–35
7708,blue-collar,married,basic.6y,unknown,unknown,no,telephone,7,no,0,0,26–35
38226,technician,married,professional.course,no,yes,no,cellular,1,no,0,0,66+
20563,admin.,married,high.school,no,unknown,no,cellular,3,no,0,0,46–55
1682,admin.,single,high.school,no,no,no,telephone,2,no,0,0,56–65
3887,admin.,single,university.degree,unknown,no,yes,telephone,4,no,0,0,26–35
27652,admin.,single,university.degree,no,yes,unknown,cellular,10,no,0,0,36–45
20709,management,married,high.school,no,unknown,yes,cellular,1,no,0,0,36–45
21162,admin.,single,high.school,no,yes,unknown,cellular,5,no,0,0,46–55
803,entrepreneur,single,professional.course,no,unknown,no,telephone,1,no,0,0,36–45
20276,admin.,single,university.degree,no,unknown,no,cellular,3,no,0,0,26–35
21027,technician,married,professional.course,unknown,unknown,no,cellular,8,no,0,0,46–55
4129,technician,divorced,professional.course,no,unknown,yes,telephone,3,no,0,0,46–55
22525,admin.,married,high.school,no,unknown,no,cellular,11,no,0,0,36–45
22248,self-employed,married,basic.9y,no,unknown,no,cellular,7,no,0,0,56–65
35499,management,married,high.school,no,unknown,no,cellular,1,no,0,0,46–55
33616,technician,married,basic.4y,no,unknown,no,telephone,7,no,0,0,36–45
10545,admin.,single,university.degree,unknown,no,no,telephone,1,yes,0,0,36–45
477,unknown,married,unknown,unknown,unknown,unknown,telephone,1,no,0,0,56–65
17399,retired,married,unknown,unknown,yes,no,telephone,1,no,0,0,56–65
40680,admin.,single,university.degree,no,no,unknown,cellular,1,yes,1,3,36–45
32771,technician,married,basic.9y,no,unknown,no,cellular,1,no,0,0,26–35
17517,self-employed,married,university.degree,unknown,no,no,cellular,4,no,0,0,56–65
20263,admin.,single,university.degree,unknown,yes,yes,cellular,2,no,0,0,26–35
35157,self-employed,married,high.school,no,unknown,no,cellular,3,yes,0,0,46–55
5887,blue-collar,divorced,basic.9y,unknown,unknown,no,telephone,4,no,0,0,36–45
31646,blue-collar,married,university.degree,unknown,yes,no,cellular,1,no,0,0,36–45
31237,technician,single,unknown,no,unknown,no,cellular,1,no,0,0,26–35
27352,management,married,professional.course,no,unknown,no,cellular,1,no,0,0,46–55
4087,blue-collar,married,basic.9y,no,unknown,no,telephone,1,no,0,0,26–35
1906,admin.,single,high.school,unknown,unknown,no,telephone,2,no,0,0,26–35
26600,blue-collar,married,basic.4y,no,unknown,no,cellular,1,no,0,0,36–45
28041,technician,single,professional.course,no,yes,unknown,cellular,1,no,0,0,26–35
14573,blue-collar,single,basic.9y,no,unknown,no,cellular,1,no,0,0,26–35
5489,admin.,married,university.degree,no,unknown,no,telephone,3,no,0,0,36–45
8224,blue-collar,single,basic.9y,unknown,yes,no,telephone,1,no,0,0,26–35
39782,admin.,single,university.degree,no,yes,yes,cellular,3,no,0,0,36–45
12011,admin.,single,university.degree,no,unknown,no,telephone,4,no,0,0,26–35
15011,services,single,high.school,no,no,unknown,cellular,3,yes,0,0,16–25
18279,blue-collar,married,basic.9y,no,no,unknown,cellular,6,no,0,0,36–45
35410,admin.,single,high.school,no,no,yes,cellular,8,yes,0,0,46–55
27071,admin.,divorced,high.school,no,unknown,no,cellular,1,no,0,0,36–45
38623,admin.,married,university.degree,no,unknown,yes,cellular,1,no,0,0,26–35
22803,blue-collar,married,basic.9y,no,unknown,no,cellular,2,no,0,0,56–65
7482,blue-collar,married,unknown,no,no,no,telephone,2,no,0,0,36–45
15320,blue-collar,single,basic.9y,no,unknown,yes,cellular,2,yes,0,0,26–35
37504,technician,single,university.degree,no,unknown,no,cellular,1,no,1,4,26–35
37345,technician,married,professional.course,no,yes,no,cellular,1,no,0,0,46–55
29326,blue-collar,married,basic.6y,unknown,no,no,cellular,2,no,0,0,36–45
22769,admin.,single,university.degree,no,unknown,yes,cellular,8,no,0,0,26–35
14303,services,married,high.school,no,unknown,unknown,cellular,2,no,0,0,26–35
31690,admin.,married,high.school,no,unknown,yes,cellular,1,no,0,0,26–35
40264,admin.,single,university.degree,no,unknown,no,cellular,1,yes,0,0,26–35
10309,blue-collar,married,high.school,no,unknown,yes,telephone,1,no,0,0,26–35
36422,unemployed,married,basic.9y,no,unknown,yes,cellular,4,yes,0,0,46–55
18401,technician,married,high.school,no,unknown,no,cellular,1,no,0,0,46–55
1683,admin.,married,university.degree,no,yes,no,telephone,2,no,0,0,36–45
19126,admin.,divorced,university.degree,no,unknown,no,cellular,2,no,0,0,36–45
26641,technician,single,professional.course,no,unknown,no,cellular,1,no,0,0,26–35
36584,blue-collar,married,basic.6y,no,unknown,no,cellular,2,yes,1,3,46–55
32457,technician,married,professional.course,no,unknown,no,cellular,2,no,0,0,26–35
12628,services,married,basic.9y,no,unknown,no,cellular,3,no,0,0,36–45
30969,admin.,single,high.school,no,yes,no,cellular,3,no,0,0,46–55
24280,technician,married,professional.course,unknown,yes,no,cellular,1,no,1,4,36–45
1976,management,married,basic.4y,no,unknown,no,telephone,3,no,0,0,36–45
6836,blue-collar,married,basic.9y,no,no,no,telephone,5,no,0,0,36–45
22200,blue-collar,married,basic.9y,unknown,unknown,no,cellular,3,no,0,0,46–55
29464,admin.,divorced,high.school,no,unknown,unknown,cellular,1,no,0,0,36–45
37950,admin.,married,university.degree,no,yes,no,cellular,2,no,0,0,26–35
3945,retired,divorced,university.degree,no,unknown,no,telephone,4,no,0,0,56–65
6421,services,divorced,high.school,no,no,no,telephone,6,no,0,0,46–55
40991,admin.,single,university.degree,no,unknown,unknown,cellular,1,yes,1,3,26–35
30497,admin.,married,professional.course,no,unknown,yes,cellular,1,yes,0,0,36–45
1808,management,married,unknown,no,unknown,no,telephone,3,no,0,0,36–45
11332,blue-collar,married,basic.6y,no,yes,yes,telephone,1,no,0,0,26–35
38816,retired,married,unknown,no,unknown,no,telephone,1,no,0,0,56–65
14970,admin.,married,university.degree,no,unknown,no,cellular,1,no,0,0,26–35
15025,self-employed,married,university.degree,no,unknown,unknown,cellular,1,no,0,0,36–45
29016,admin.,divorced,high.school,no,yes,yes,cellular,1,no,0,0,36–45
4565,unemployed,married,high.school,no,no,no,telephone,3,no,0,0,36–45
40494,student,single,high.school,no,yes,unknown,telephone,1,yes,0,0,26–35
37358,retired,married,university.degree,no,unknown,no,cellular,1,no,0,0,66+
22893,technician,divorced,professional.course,no,unknown,yes,cellular,2,no,0,0,36–45
38892,retired,married,basic.4y,no,unknown,no,cellular,3,no,0,0,56–65
40193,technician,married,professional.course,no,unknown,no,cellular,2,yes,1,13,56–65
4033,services,divorced,high.school,unknown,unknown,unknown,telephone,2,no,0,0,46–55
19153,admin.,married,university.degree,unknown,yes,no,cellular,1,yes,0,0,36–45
12919,services,divorced,high.school,unknown,yes,unknown,cellular,1,no,0,0,26–35
39455,admin.,married,university.degree,no,unknown,no,cellular,1,yes,0,0,46–55
37280,admin.,divorced,university.degree,no,unknown,no,cellular,1,yes,1,5,36–45
10677,services,married,high.school,unknown,unknown,no,telephone,3,yes,0,0,26–35
40766,technician,single,university.degree,no,unknown,no,cellular,2,no,0,0,26–35
11918,technician,divorced,university.degree,no,yes,no,telephone,28,no,0,0,46–55
3017,blue-collar,divorced,basic.9y,no,yes,no,telephone,2,no,0,0,36–45
10501,admin.,divorced,high.school,no,yes,unknown,telephone,4,no,0,0,26–35
37838,housemaid,single,university.degree,no,unknown,unknown,cellular,2,no,1,3,36–45
25112,blue-collar,married,basic.9y,no,unknown,no,cellular,1,no,0,0,36–45
10091,technician,married,high.school,no,unknown,no,telephone,1,no,0,0,26–35
19068,technician,married,professional.course,unknown,unknown,no,cellular,1,no,0,0,46–55
31976,blue-collar,married,basic.9y,unknown,unknown,yes,cellular,2,no,0,0,36–45
31194,blue-collar,married,basic.6y,unknown,unknown,no,cellular,5,no,0,0,46–55
13456,admin.,married,university.degree,no,no,no,cellular,6,no,0,0,36–45
21572,admin.,divorced,university.degree,no,unknown,unknown,cellular,2,no,0,0,26–35
38646,unemployed,married,high.school,no,no,yes,cellular,3,no,0,0,26–35
31700,services,divorced,high.school,unknown,unknown,no,cellular,1,no,0,0,26–35
31930,admin.,divorced,university.degree,no,no,unknown,cellular,8,no,0,0,26–35
27780,management,single,university.degree,no,unknown,unknown,cellular,1,no,0,0,26–35
4581,blue-collar,married,basic.9y,no,yes,no,telephone,2,no,0,0,36–45
24871,entrepreneur,married,basic.9y,no,unknown,yes,cellular,1,no,0,0,36–45
1283,admin.,married,basic.6y,no,no,no,telephone,1,no,0,0,26–35
20666,admin.,married,university.degree,no,unknown,no,cellular,1,no,0,0,36–45
39131,admin.,single,university.degree,no,unknown,no,telephone,1,yes,0,0,36–45
28647,retired,married,basic.4y,no,unknown,no,cellular,2,no,0,0,56–65
33781,blue-collar,married,high.school,no,unknown,no,cellular,3,yes,0,0,26–35
23588,technician,married,high.school,no,yes,no,cellular,5,no,0,0,26–35
26295,services,single,high.school,unknown,unknown,no,cellular,1,no,0,0,36–45
12297,services,single,high.school,no,unknown,no,telephone,1,no,0,0,26–35
23632,technician,single,professional.course,no,unknown,no,cellular,12,no,0,0,26–35
18538,self-employed,divorced,university.degree,no,unknown,yes,cellular,6,no,0,0,36–45
7331,technician,married,university.degree,no,no,no,telephone,2,no,0,0,56–65
7933,admin.,married,university.degree,no,unknown,no,telephone,4,no,0,0,26–35
1279,entrepreneur,married,basic.6y,no,unknown,no,telephone,1,no,0,0,36–45
9521,technician,divorced,basic.9y,no,yes,no,telephone,1,no,0,0,36–45
7336,entrepreneur,married,basic.4y,no,yes,no,telephone,1,no,0,0,26–35
19488,blue-collar,married,basic.9y,unknown,unknown,no,cellular,1,no,0,0,46–55
20071,admin.,single,university.degree,no,unknown,no,cellular,1,no,0,0,26–35
37590,technician,married,university.degree,no,unknown,no,cellular,3,no,0,0,36–45
22550,blue-collar,married,basic.4y,no,no,no,cellular,2,no,0,0,26–35
